,acc,loss,val_acc,val_loss
0,0.8683186738836265,0.5580972872588769,0.9420490506329114,0.1325586244841165
1,0.9117684370771313,0.24098005698280503,0.9551028481012658,0.1033153446815625
2,0.9378306318506919,0.15380213250995686,0.9656682256940989,0.08131238947176606
3,0.9457036535859269,0.12768774472570227,0.9712223101265823,0.06897968155202232
4,0.9590968724720628,0.0985573873950517,0.9772116628520251,0.05667709522464582
5,0.9661493572395129,0.08310470300952177,0.9810126582278481,0.04876951886564965
6,0.9743112277135034,0.0630415225433604,0.9843765548810827,0.04004980926387142
7,0.977461096075778,0.0572407322088874,0.9875395569620253,0.0347622865766782
8,0.9822887130069987,0.04393813427692342,0.988058513284904,0.03170803932482146
9,0.9840789918809202,0.04198940832891561,0.9906052215189873,0.026288715354387968
