,acc,loss,val_acc,val_loss
0,0.8816813261163735,0.28077716838079475,0.8452333860759493,0.33892060240989996
1,0.9350262178619756,0.1519903604430178,0.8452333860759493,0.40150484546453136
2,0.9559651275999663,0.10801195268323688,0.8614787541048861,0.3644524866436854
3,0.9641407307171854,0.08995626396367248,0.8640229430379747,0.3811593785693374
4,0.972554911337763,0.07088062347590966,0.8609811921584237,0.41602436602575316
5,0.9769325101488497,0.05883671183527242,0.868868670886076,0.41559964578740205
6,0.982225231706801,0.04784070313050306,0.8667529107373868,0.4215865283122002
7,0.9841635656292287,0.043350681534959495,0.8659018987341772,0.42896874621510506
8,0.9877904270176479,0.03282767813877416,0.8650612001194149,0.4881055260050984
9,0.9886882611637348,0.03197787917585834,0.8682753164556962,0.47052457004408293
