,acc,loss,val_acc,val_loss
0,0.8312753721244925,0.37030398910197254,0.8115110759493671,0.3884746979309034
1,0.8863328822733424,0.25030760747331404,0.8303995253164557,0.3707956474604486
2,0.9075712048627524,0.2101220147314273,0.8088367001691711,0.4213309813902881
3,0.9193800744248986,0.18636871452905812,0.803995253164557,0.4422619576695599
4,0.9305091201338344,0.1631108493980045,0.8026669320330381,0.4377892488382238
5,0.9372039918809202,0.14921693205934256,0.8273338607594937,0.40324580018656164
6,0.9467180159821563,0.12960461062618467,0.8133147576873321,0.46483026586227577
7,0.9502494925575101,0.12098936297009537,0.796182753164557,0.5302235189872452
8,0.9570654703814115,0.10743719277253652,0.7873420240819982,0.5341834621667758
9,0.959721752368065,0.1025027072256247,0.7937104430379747,0.54613812324367
