1115,1,2,0,0,0,2
0,1247,0,0,0,0,0
3,1,1039,1,0,0,3
2,0,0,1965,0,0,0
0,0,0,0,1392,0,0
0,0,0,0,0,1503,0
9,0,2,1,0,0,1412
